"butik","vecka","datum","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_convrate_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_convrate_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_convrate_F&G","sales_zoner_count_Bröd","sales_zoner_convrate_Bröd","sales_zoner_count_Bake off","sales_zoner_convrate_Bake off","sales_zoner_count_Fisk - endast manuell disk","sales_zoner_convrate_Fisk - endast manuell disk","sales_zoner_count_Deli - endast manuell","sales_zoner_convrate_Deli - endast manuell","sales_zoner_count_Frys","sales_zoner_convrate_Frys","sales_zoner_count_Mejeri","sales_zoner_convrate_Mejeri","sales_zoner_count_Gavel 1","sales_zoner_convrate_Gavel 1","sales_zoner_count_Gavel 2","sales_zoner_convrate_Gavel 2","sales_zoner_count_Gavel 3","sales_zoner_convrate_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_convrate_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_convrate_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_convrate_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_convrate_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_convrate_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_convrate_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_convrate_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_count_Kampanj 1 - bladet eller skagen","sales_kampanj_convrate_Kampanj 1 - bladet eller skagen","sales_kampanj_count_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_convrate_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_count_Kampanj 1 Frys","sales_kampanj_convrate_Kampanj 1 Frys","sales_kampanj_count_Kampanj 1 Mejeri","sales_kampanj_convrate_Kampanj 1 Mejeri","sales_kampanj_count_Kampanj 2 Mejeri","sales_kampanj_convrate_Kampanj 2 Mejeri","sales_kampanj_count_Kampanj 3 – Bomben","sales_kampanj_convrate_Kampanj 3 – Bomben","sales_kampanj_count_ABP","sales_kampanj_convrate_ABP","sales_kampanj_count_Kampanj 1 - dryck","sales_kampanj_convrate_Kampanj 1 - dryck","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_convrate_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_convrate_TOTAL","sales_skylttyp_count_klubbvara","sales_skylttyp_convrate_klubbvara","sales_skylttyp_count_kampanjvara","sales_skylttyp_convrate_kampanjvara","sales_skylttyp_count_veckans klipp","sales_skylttyp_convrate_veckans klipp","sales_skylttyp_count_alltid bra pris","sales_skylttyp_convrate_alltid bra pris","sales_skylttyp_count_klubbpris","sales_skylttyp_convrate_klubbpris","sales_skylttyp_count_ordinarie","sales_skylttyp_convrate_ordinarie"
"HEMKÖP MALMÖ TRIANGELN",202150,2021-12-14,2612,175.08,0.0670290964777948,34,0.0130168453292496,28,0.0107197549770291,13,0.00497702909647779,35,0.0133996937212864,2.08,0.000796324655436447,0,0,6,0.00229709035222052,15,0.0057427258805513,16,0.00612557427258806,3,0.00114854517611026,23,0.00880551301684533,163.08,0.0624349157733538,34,0.0130168453292496,16,0.00612557427258806,8,0.00306278713629403,5,0.00191424196018377,35,0.0133996937212864,0,0,2.08,0.000796324655436447,0,0,6,0.00229709035222052,6,0.00229709035222052,9,0.00344563552833078,16,0.00612557427258806,3,0.00114854517611026,5,0.00191424196018377,18,0.00689127105666156,163.08,0.0624349157733538,12,0.00459418070444104,80,0.0306278713629403,16,0.00612557427258806,38,0.0145482388973966,15,0.0057427258805513,2.08,0.000796324655436447
"HEMKÖP MALMÖ TRIANGELN",202150,2021-12-13,2719,178,0.0654652445752115,28,0.0102979036410445,24,0.00882677454946672,11,0.00404560500183891,22,0.00809121000367782,0,0,0,0,15,0.0055167340934167,20,0.00735564545788893,22,0.00809121000367782,5,0.00183891136447223,31,0.0114012504597278,172,0.0632585509378448,28,0.0102979036410445,18,0.00662008091210004,7,0.00257447591026113,4,0.00147112909157779,22,0.00809121000367782,0,0,0,0,0,0,15,0.0055167340934167,11,0.00404560500183891,9,0.00331004045605002,22,0.00809121000367782,5,0.00183891136447223,3,0.00110334681868334,28,0.0102979036410445,172,0.0632585509378448,6,0.00220669363736668,97,0.0356748804707613,22,0.00809121000367782,27,0.00993012136815006,20,0.00735564545788893,0,0
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-12,2416,329.274,0.136288907284768,120,0.0496688741721854,13,0.00538079470198675,5,0.00206953642384106,73,0.0302152317880795,0.274,0.00011341059602649,0,0,10,0.00413907284768212,31,0.0128311258278146,36,0.0149006622516556,1,0.000413907284768212,40,0.0165562913907285,322.274,0.133391556291391,120,0.0496688741721854,6,0.00248344370860927,4,0.00165562913907285,1,0.000413907284768212,71,0.029387417218543,2,0.000827814569536424,0.274,0.00011341059602649,0,0,10,0.00413907284768212,22,0.00910596026490066,9,0.00372516556291391,36,0.0149006622516556,1,0.000413907284768212,2,0.000827814569536424,38,0.0157284768211921,322.274,0.133391556291391,7,0.00289735099337748,174,0.0720198675496689,36,0.0149006622516556,72,0.0298013245033113,33,0.013658940397351,0.274,0.00011341059602649
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-11,2886,437.664,0.151650727650728,182,0.0630630630630631,22,0.00762300762300762,8,0.00277200277200277,73,0.0252945252945253,0.664,0.00023007623007623,0,0,3,0.00103950103950104,21,0.00727650727650728,15,0.0051975051975052,9,0.00311850311850312,104,0.036036036036036,426.664,0.147839223839224,182,0.0630630630630631,11,0.00381150381150381,4,0.00138600138600139,4,0.00138600138600139,72,0.0249480249480249,1,0.000346500346500347,0.664,0.00023007623007623,0,0,3,0.00103950103950104,8,0.00277200277200277,13,0.0045045045045045,15,0.0051975051975052,9,0.00311850311850312,5,0.00173250173250173,99,0.0343035343035343,426.664,0.147839223839224,11,0.00381150381150381,297,0.102910602910603,15,0.0051975051975052,81,0.0280665280665281,22,0.00762300762300762,0.664,0.00023007623007623
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-10,2942,481.158,0.163547926580557,198,0.0673011556764106,27,0.00917743031951054,9,0.00305914343983685,65,0.022093813732155,1.158,0.000393609789259007,0,0,5,0.00169952413324269,24,0.00815771583956492,21,0.00713800135961931,8,0.00271923861318831,123,0.0418082936777702,470.158,0.159808973487424,198,0.0673011556764106,16,0.00543847722637661,6,0.00203942895989123,3,0.00101971447994562,60,0.0203942895989123,5,0.00169952413324269,1.158,0.000393609789259007,0,0,5,0.00169952413324269,12,0.00407885791978246,12,0.00407885791978246,21,0.00713800135961931,8,0.00271923861318831,7,0.00237933378653977,116,0.0394289598912305,470.158,0.159808973487424,11,0.00373895309313392,340,0.115567641060503,21,0.00713800135961931,68,0.0231135282121006,29,0.00985723997280761,1.158,0.000393609789259007
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-09,2604,298.736,0.114721966205837,139,0.0533794162826421,16,0.00614439324116743,7,0.00268817204301075,44,0.0168970814132104,0.736,0.000282642089093702,0,0,9,0.00345622119815668,28,0.010752688172043,14,0.00537634408602151,2,0.000768049155145929,39,0.0149769585253456,291.736,0.112033794162826,139,0.0533794162826421,9,0.00345622119815668,4,0.00153609831029186,3,0.00115207373271889,38,0.0145929339477727,6,0.00230414746543779,0.736,0.000282642089093702,0,0,9,0.00345622119815668,15,0.00576036866359447,13,0.00499231950844854,14,0.00537634408602151,2,0.000768049155145929,5,0.00192012288786482,34,0.0130568356374808,291.736,0.112033794162826,7,0.00268817204301075,196,0.0752688172043011,14,0.00537634408602151,40,0.0153609831029186,34,0.0130568356374808,0.736,0.000282642089093702
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-08,2505,158,0.0630738522954092,19,0.00758483033932136,25,0.00998003992015968,2,0.000798403193612774,32,0.0127744510978044,0,0,0,0,8,0.0031936127744511,21,0.00838323353293413,9,0.00359281437125748,5,0.00199600798403194,37,0.0147704590818363,148,0.0590818363273453,19,0.00758483033932136,15,0.00598802395209581,1,0.000399201596806387,1,0.000399201596806387,27,0.0107784431137725,5,0.00199600798403194,0,0,0,0,8,0.0031936127744511,11,0.00439121756487026,10,0.00399201596806387,9,0.00359281437125748,5,0.00199600798403194,4,0.00159680638722555,33,0.0131736526946108,148,0.0590818363273453,10,0.00399201596806387,71,0.0283433133732535,9,0.00359281437125748,32,0.0127744510978044,26,0.0103792415169661,0,0
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-07,2528,225.48,0.0891930379746835,32,0.0126582278481013,22,0.00870253164556962,9,0.00356012658227848,64,0.0253164556962025,1.48,0.000585443037974684,0,0,8,0.00316455696202532,28,0.0110759493670886,24,0.00949367088607595,0,0,37,0.0146360759493671,217.48,0.0860284810126582,32,0.0126582278481013,14,0.0055379746835443,5,0.00197784810126582,4,0.00158227848101266,60,0.0237341772151899,4,0.00158227848101266,1.48,0.000585443037974684,0,0,8,0.00316455696202532,15,0.00593354430379747,13,0.00514240506329114,24,0.00949367088607595,0,0,4,0.00158227848101266,33,0.0130537974683544,217.48,0.0860284810126582,8,0.00316455696202532,92,0.0363924050632911,24,0.00949367088607595,60,0.0237341772151899,32,0.0126582278481013,1.48,0.000585443037974684
"HEMKÖP MALMÖ TRIANGELN",202149,2021-12-06,2531,209.182,0.0826479652311339,41,0.0161991307783485,30,0.0118530225207428,7,0.00276570525483998,48,0.0189648360331885,0.182,7.19083366258396e-05,0,0,3,0.00118530225207428,23,0.00908731726590281,24,0.00948241801659423,3,0.00118530225207428,30,0.0118530225207428,192.182,0.0759312524693797,41,0.0161991307783485,13,0.00513630975898854,5,0.00197550375345713,2,0.000790201501382853,46,0.0181746345318056,2,0.000790201501382853,0.182,7.19083366258396e-05,0,0,3,0.00118530225207428,13,0.00513630975898854,10,0.00395100750691426,24,0.00948241801659423,3,0.00118530225207428,3,0.00118530225207428,27,0.0106677202686685,192.182,0.0759312524693797,17,0.00671671276175425,77,0.0304227578032398,24,0.00948241801659423,49,0.0193599367838799,25,0.00987751876728566,0.182,7.19083366258396e-05
"HEMKÖP MALMÖ TRIANGELN",202148,2021-12-05,2433,302.454,0.124313193588163,111,0.0456226880394575,26,0.0106863953966297,10,0.0041101520756268,49,0.0201397451705713,0.454,0.000186600904233457,0,0,10,0.0041101520756268,22,0.00904233456637896,29,0.0119194410193177,8,0.00328812166050144,37,0.0152075626798192,297.454,0.122258117550349,111,0.0456226880394575,21,0.00863131935881628,2,0.00082203041512536,8,0.00328812166050144,47,0.019317714755446,2,0.00082203041512536,0.454,0.000186600904233457,0,0,10,0.0041101520756268,13,0.00534319769831484,9,0.00369913686806412,29,0.0119194410193177,8,0.00328812166050144,4,0.00164406083025072,33,0.0135635018495684,297.454,0.122258117550349,5,0.0020550760378134,184,0.0756267981915331,29,0.0119194410193177,55,0.0226058364159474,24,0.00986436498150432,0.454,0.000186600904233457
"HEMKÖP MALMÖ TRIANGELN",202148,2021-12-04,2914,340.002,0.116678792038435,118,0.0404941660947152,48,0.0164722031571723,11,0.00377487989018531,25,0.00857927247769389,3.002,0.00103019903912148,0,0,11,0.00377487989018531,24,0.00823610157858614,12,0.00411805078929307,2,0.000686341798215511,86,0.029512697323267,322.002,0.110501715854496,118,0.0404941660947152,30,0.0102951269732327,2,0.000686341798215511,9,0.0030885380919698,23,0.00789293067947838,2,0.000686341798215511,3.002,0.00103019903912148,0,0,11,0.00377487989018531,8,0.00274536719286205,16,0.00549073438572409,12,0.00411805078929307,2,0.000686341798215511,8,0.00274536719286205,78,0.0267673301304049,322.002,0.110501715854496,18,0.0061770761839396,238,0.0816746739876458,12,0.00411805078929307,25,0.00857927247769389,26,0.00892244337680165,3.002,0.00103019903912148
"HEMKÖP MALMÖ TRIANGELN",202148,2021-12-03,2972,378.994,0.127521534320323,147,0.0494616419919246,32,0.0107671601615074,17,0.00572005383580081,20,0.00672947510094213,3.994,0.00134387617765814,0,0,7,0.00235531628532974,27,0.00908479138627187,12,0.00403768506056528,3,0.00100942126514132,110,0.0370121130551817,360.994,0.121465006729475,147,0.0494616419919246,14,0.00471063257065949,9,0.00302826379542396,8,0.00269179004037685,15,0.00504710632570659,5,0.00168236877523553,3.994,0.00134387617765814,0,0,7,0.00235531628532974,9,0.00302826379542396,18,0.00605652759084791,12,0.00403768506056528,3,0.00100942126514132,6,0.00201884253028264,104,0.0349932705248991,360.994,0.121465006729475,18,0.00605652759084791,277,0.0932032301480484,12,0.00403768506056528,18,0.00605652759084791,32,0.0107671601615074,3.994,0.00134387617765814
"HEMKÖP MALMÖ TRIANGELN",202148,2021-12-02,2675,273.62,0.10228785046729,134,0.0500934579439252,13,0.00485981308411215,4,0.00149532710280374,26,0.0097196261682243,1.62,0.000605607476635514,0,0,5,0.00186915887850467,25,0.00934579439252336,18,0.00672897196261682,1,0.000373831775700935,46,0.017196261682243,268.62,0.100418691588785,134,0.0500934579439252,8,0.00299065420560748,2,0.000747663551401869,2,0.000747663551401869,26,0.0097196261682243,0,0,1.62,0.000605607476635514,0,0,5,0.00186915887850467,14,0.00523364485981308,11,0.00411214953271028,18,0.00672897196261682,1,0.000373831775700935,5,0.00186915887850467,41,0.0153271028037383,268.62,0.100418691588785,5,0.00186915887850467,192,0.0717757009345794,18,0.00672897196261682,27,0.0100934579439252,25,0.00934579439252336,1.62,0.000605607476635514
